date_start,data_end,name,ticker,retorno,ret
10/1/2007,10/31/2007,KLABIN S/A UNT ,KLBN11<XBSP>,,
10/1/2007,10/31/2007,IRB BRASIL RESSEGUROS ON ,IRBR3<XBSP>,,
10/1/2007,10/31/2007,RAIADROGASIL ON ,RADL3<XBSP>,8.045977012,0.08045977
10/1/2007,10/31/2007,P.ACUCAR - CBD PN ,PCAR4<XBSP>,-1.214285714,-0.012142857
10/1/2007,10/31/2007,NATURA ON ,NTCO3<XBSP>,-5.454545455,-0.054545455
10/1/2007,10/31/2007,BBSEGURIDADE ON ,BBSE3<XBSP>,,
10/1/2007,10/31/2007,CYRELA REALT ON ,CYRE3<XBSP>,20.44817927,0.204481793
10/1/2007,10/31/2007,JBS ON ,JBSS3<XBSP>,-2.56097561,-0.025609756
10/1/2007,10/31/2007,VIA VAREJO ON ,VIIA3<XBSP>,,
10/1/2007,10/31/2007,BR MALLS PART ON ,BRML3<XBSP>,17.62805722,0.176280572
10/1/2007,10/31/2007,COGNA ON ,COGN3<XBSP>,,
10/1/2007,10/31/2007,HAPVIDA ON ,HAPV3<XBSP>,,
10/1/2007,10/31/2007,YDUQS PART ON ,YDUQ3<XBSP>,,
10/1/2007,10/31/2007,ENGIE BRASIL ON ,EGIE3<XBSP>,9.933481153,0.099334812
10/1/2007,10/31/2007,P.ACUCAR - CBD ON ,PCAR3<XBSP>,,
10/1/2007,10/31/2007,LOCAWEB ON ,LWSA3<XBSP>,,
10/1/2007,10/31/2007,GRUPO NATURA ON ,NTCO3<XBSP>,-5.454545455,-0.054545455
10/1/2007,10/31/2007,ENEVA ON ,ENEV3<XBSP>,,
10/1/2007,10/31/2007,MARFRIG ON ,MRFG3<XBSP>,-5.789473684,-0.057894737
10/1/2007,10/31/2007,BTGP BANCO UNT ,BPAC11<XBSP>,,
10/1/2007,10/31/2007,PETRO RIO ON ,PRIO3<XBSP>,,
10/1/2007,10/31/2007,SIMPAR ON ,SIMH3<XBSP>,,
10/1/2007,10/31/2007,KLABIN UNT ,KLBN11<XBSP>,,
10/1/2007,10/31/2007,VIA ON ,VIIA3<XBSP>,,
10/1/2007,10/31/2007,REDE DOR ON ,RDOR3<XBSP>,,
10/1/2007,10/31/2007,PETROBRAS BR ON ,VBBR3<XBSP>,,
10/1/2007,10/31/2007,ISHARES S&P 500 CI ,IVVB11<XBSP>,,
10/1/2007,10/31/2007,VIBRA ON ,VBBR3<XBSP>,,
10/1/2007,10/31/2007,TELEFÔNICA BRASIL ON ,VIVT3<XBSP>,-1.426056338,-0.014260563
10/1/2007,10/31/2007,PETZ ON ,PETZ3<XBSP>,,
10/1/2007,10/31/2007,MULTIPLAN ON ,MULT3<XBSP>,12.2324159,0.122324159
10/1/2007,10/31/2007,INTER BANCO UNIT ,BIDI11<XBSP>,,
10/1/2007,10/31/2007,ASSAÍ ON ,ASAI3<XBSP>,,
date_start,data_end,name,,,
11/1/2007,11/30/2007,ITAÚ UNIBANCO PN ,ITUB4<XBSP>,0.394901167,0.003949012
11/1/2007,11/30/2007,PETROBRAS PN ,PETR4<XBSP>,-0.166620383,-0.001666204
11/1/2007,11/30/2007,COPEL PNB ,CPLE6<XBSP>,-3.265022577,-0.032650226
11/1/2007,11/30/2007,OGX PETRÓLEO ON ,OGXP3<XBSP>,,
11/1/2007,11/30/2007,REDECARD ON ,RDCD3<XBSP>,-8.744419566,-0.087444196
11/1/2007,11/30/2007,PÃO DE AÇÚCAR PN ,PCAR4<XBSP>,7.953723789,0.079537238
11/1/2007,11/30/2007,GERDAU PN ,GGBR4<XBSP>,-5.076668048,-0.05076668
11/1/2007,11/30/2007,CETIP ON ,CTIP3<XBSP>,,
11/1/2007,11/30/2007,ENERGIAS DO BRASIL ON ,ENBR3<XBSP>,-4.038598999,-0.04038599
11/1/2007,11/30/2007,CIELO ON ,CIEL3<XBSP>,,
11/1/2007,11/30/2007,TIM PART. ON ,TIMS3<XBSP>,-20.35904666,-0.203590467
11/1/2007,11/30/2007,VALE PNA ,VALE5<XBSP>,-4.574565416,-0.045745654
11/1/2007,11/30/2007,TELEFÔNICA BR PN ,VIVT4<XBSP>,-14.46787942,-0.144678794
11/1/2007,11/30/2007,LOJAS RENNER ON ,LREN3<XBSP>,-2.30286113,-0.023028611
11/1/2007,11/30/2007,BANCO DO BRASIL ON ,BBAS3<XBSP>,1.903949041,0.01903949
11/1/2007,11/30/2007,MULTIPLUS ON ,MPLU3<XBSP>,,
11/1/2007,11/30/2007,PDG REALTY ON ,PDGR3<XBSP>,-1.132075472,-0.011320755
11/1/2007,11/30/2007,BRF ON ,BRFS3<XBSP>,-7.606599529,-0.076065995
11/1/2007,11/30/2007,DASA ON ,DASA3<XBSP>,-14.77384464,-0.147738446
11/1/2007,11/30/2007,AMBEV PN ,AMBV4<XBSP>,-6.643356643,-0.066433566
11/1/2007,11/30/2007,IOCHPE MAXION ON ,MYPK3<XBSP>,,
11/1/2007,11/30/2007,COSAN ON ,CSAN3<XBSP>,-22.88758266,-0.228875827
11/1/2007,11/30/2007,BM&FBOVESPA ON ,B3SA3<XBSP>,,
11/1/2007,11/30/2007,PETROBRAS ON ,PETR3<XBSP>,2.198598695,0.021985987
11/1/2007,11/30/2007,CEMIG PN ,CMIG4<XBSP>,2.749326146,0.027493261
11/1/2007,11/30/2007,AES TIETÊ PN ,GETI4<XBSP>,9.301683013,0.09301683
11/1/2007,11/30/2007,CCR ON ,CCRO3<XBSP>,-2.156924039,-0.02156924
11/1/2007,11/30/2007,ULTRAPAR ON ,UGPA3<XBSP>,,
11/1/2007,11/30/2007,MARCOPOLO PN ,POMO4<XBSP>,-12.5,-0.125
11/1/2007,11/30/2007,MRV ON ,MRVE3<XBSP>,21.38888889,0.213888889
11/1/2007,11/30/2007,BR MALLS PART. ON ,BRML3<XBSP>,-7.806983131,-0.078069831
11/1/2007,11/30/2007,ARTERIS ON ,ARTR3<XBSP>,-17.74193548,-0.177419355
11/1/2007,11/30/2007,VALE ON ,VALE3<XBSP>,-3.538461538,-0.035384615
11/1/2007,11/30/2007,RAIA DROGASIL ON ,RADL3<XBSP>,-20.52565707,-0.205256571
11/1/2007,11/30/2007,OI PN ,OIBR4<XBSP>,1.50812065,0.015081206
11/1/2007,11/30/2007,BR PROPERTIES ON ,BRPR3<XBSP>,,
11/1/2007,11/30/2007,SABESP ON ,SBSP3<XBSP>,-1.814922698,-0.018149227
11/1/2007,11/30/2007,KROTON UNIT ,KROT11<XBSP>,-15.73333333,-0.157333333
11/1/2007,11/30/2007,BRADESCO PN ,BBDC4<XBSP>,-3.852013064,-0.038520131
11/1/2007,11/30/2007,TOTVS ON ,TOTS3<XBSP>,-4.388714734,-0.043887147
11/1/2007,11/30/2007,KROTON ON ,COGN3<XBSP>,,
11/1/2007,11/30/2007,COELCE PNA ,COCE5<XBSP>,-11.44578313,-0.114457831
11/1/2007,11/30/2007,ANHANGUERA ON ,AEDU3<XBSP>,,
11/1/2007,11/30/2007,EVEN ON ,EVEN3<XBSP>,-3.174603175,-0.031746032
11/1/2007,11/30/2007,RANDON PART. PN ,RAPT4<XBSP>,-5.735294118,-0.057352941
11/1/2007,11/30/2007,ITAÚSA PN ,ITSA4<XBSP>,-0.832162249,-0.008321622
11/1/2007,11/30/2007,HYPERMARCAS ON ,HYPE3<XBSP>,,
11/1/2007,11/30/2007,SOUZA CRUZ ON ,CRUZ3<XBSP>,4.528485529,0.045284855
11/1/2007,11/30/2007,MINERVA ON ,BEEF3<XBSP>,-28.93258427,-0.289325843
11/1/2007,11/30/2007,TRACTEBEL ON ,EGIE3<XBSP>,-10.24606696,-0.10246067
11/1/2007,11/30/2007,BB SEGURIDADE ON ,BBSE3<XBSP>,,
11/1/2007,11/30/2007,SUZANO PAPEL PNA ,SUZB5<XBSP>,0,0
11/1/2007,11/30/2007,ALL ON ,ALLL3<XBSP>,-5.555555556,-0.055555556
11/1/2007,11/30/2007,ESTÁCIO PART. ON ,YDUQ3<XBSP>,,
11/1/2007,11/30/2007,KLABIN PN ,KLBN4<XBSP>,-0.421940928,-0.004219409
11/1/2007,11/30/2007,AMBEV ON ,ABEV3<XBSP>,-8.802816901,-0.088028169
11/1/2007,11/30/2007,LOCALIZA ON ,RENT3<XBSP>,-10.75,-0.1075
11/1/2007,11/30/2007,TUPY ON ,TUPY3<XBSP>,-7.948717949,-0.079487179
11/1/2007,11/30/2007,VALID ON ,VLID3<XBSP>,-0.706521739,-0.007065217
11/1/2007,11/30/2007,EMBRAER ON ,EMBR3<XBSP>,-6.264945002,-0.06264945
11/1/2007,11/30/2007,FIBRIA ON ,FIBR3<XBSP>,,
11/1/2007,11/30/2007,ESTACIO PART. ON ,YDUQ3<XBSP>,,
11/1/2007,11/30/2007,KLABIN UNIT ,KLBN11<XBSP>,,
11/1/2007,11/30/2007,LOJAS AMERICANAS PN ,LAME4<XBSP>,-15.27093596,-0.15270936
11/1/2007,11/30/2007,M. DIAS BRANCO ON ,MDIA3<XBSP>,-2.533714753,-0.025337148
11/1/2007,11/30/2007,CPFL ENERGIA ON ,CPFE3<XBSP>,-7.441493558,-0.074414936
11/1/2007,11/30/2007,QUALICORP ON ,QUAL3<XBSP>,,
11/1/2007,11/30/2007,EQUATORIAL ON ,EQTL3<XBSP>,,
11/1/2007,11/30/2007,WEG ON ,WEGE3<XBSP>,-7.946768061,-0.079467681
11/1/2007,11/30/2007,ITAUSA PN ,ITSA4<XBSP>,-0.832162249,-0.008321622
11/1/2007,11/30/2007,SÃO MARTINHO ON ,SMTO3<XBSP>,-11.11111111,-0.111111111
11/1/2007,11/30/2007,TELEFÔNICA BRASIL PN ,VIVT4<XBSP>,-14.46787942,-0.144678794
11/1/2007,11/30/2007,RUMO LOG. ON ,RUMO3<XBSP>,,
11/1/2007,11/30/2007,TRANSMISSÃO PAULISTA PN ,TRPL4<XBSP>,-2.998335691,-0.029983357
11/1/2007,11/30/2007,ECORODOVIAS ON ,ECOR3<XBSP>,,
11/1/2007,11/30/2007,TAESA UNIT ,TAEE11<XBSP>,1.470588236,0.014705882
11/1/2007,11/30/2007,SUZANO PAPEL PNA ,SUZB3<XBSP>,,
11/1/2007,11/30/2007,B3 ON ,B3SA3<XBSP>,,
11/1/2007,11/30/2007,IOCHPE-MAXION ON ,MYPK3<XBSP>,,
11/1/2007,11/30/2007,AES TIETÊ UNIT ,AESB3<XBSP>,,
11/1/2007,11/30/2007,SER EDUCACIONAL ON ,SEER3<XBSP>,,
11/1/2007,11/30/2007,CVC BRASIL ON ,CVCB3<XBSP>,,
11/1/2007,11/30/2007,USIMINAS PNA ,USIM5<XBSP>,0.257352941,0.002573529
11/1/2007,11/30/2007,RUMO ON ,RAIL3<XBSP>,,
11/1/2007,11/30/2007,CARREFOUR BR ON ,CRFB3<XBSP>,,
11/1/2007,11/30/2007,VIA VAREJO UNIT ,VVAR11<XBSP>,,
11/1/2007,11/30/2007,TENDA ON ,TEND3<XBSP>,,
11/1/2007,11/30/2007,BRASKEM PNA ,BRKM5<XBSP>,-3.433476395,-0.034334764
11/1/2007,11/30/2007,ITAU UNIBANCO PN ,ITUB4<XBSP>,0.394901167,0.003949012
11/1/2007,11/30/2007,SMILES ON ,SMLS3<XBSP>,,
11/1/2007,11/30/2007,BRF S.A. ON ,BRFS3<XBSP>,-7.606599529,-0.076065995
11/1/2007,11/30/2007,BRASIL ON ,BBAS3<XBSP>,1.903949041,0.01903949
11/1/2007,11/30/2007,VIAVAREJO UNT ,VVAR11<XBSP>,,
11/1/2007,11/30/2007,SID NACIONAL ON ,CSNA3<XBSP>,-1.436926854,-0.014369269
11/1/2007,11/30/2007,MAGAZINE LUIZA ON ,MGLU3<XBSP>,,
11/1/2007,11/30/2007,SUZANO PAPEL ON ,SUZB3<XBSP>,,
11/1/2007,11/30/2007,CCR SA ON ,CCRO3<XBSP>,-2.156924039,-0.02156924
11/1/2007,11/30/2007,KLABIN S/A UNT ,KLBN11<XBSP>,,
11/1/2007,11/30/2007,IRB BRASIL RESSEGUROS ON ,IRBR3<XBSP>,,
11/1/2007,11/30/2007,RAIADROGASIL ON ,RADL3<XBSP>,-20.52565707,-0.205256571
11/1/2007,11/30/2007,P.ACUCAR - CBD PN ,PCAR4<XBSP>,7.953723789,0.079537238
11/1/2007,11/30/2007,NATURA ON ,NTCO3<XBSP>,-10.33653846,-0.103365385
11/1/2007,11/30/2007,BBSEGURIDADE ON ,BBSE3<XBSP>,,
11/1/2007,11/30/2007,CYRELA REALT ON ,CYRE3<XBSP>,-7.906976744,-0.079069767
11/1/2007,11/30/2007,JBS ON ,JBSS3<XBSP>,-4.881101377,-0.048811014
11/1/2007,11/30/2007,VIA VAREJO ON ,VIIA3<XBSP>,,
11/1/2007,11/30/2007,BR MALLS PART ON ,BRML3<XBSP>,-7.806983131,-0.078069831
11/1/2007,11/30/2007,COGNA ON ,COGN3<XBSP>,,
11/1/2007,11/30/2007,HAPVIDA ON ,HAPV3<XBSP>,,
11/1/2007,11/30/2007,YDUQS PART ON ,YDUQ3<XBSP>,,
11/1/2007,11/30/2007,ENGIE BRASIL ON ,EGIE3<XBSP>,-10.24606696,-0.10246067
11/1/2007,11/30/2007,P.ACUCAR - CBD ON ,PCAR3<XBSP>,,
11/1/2007,11/30/2007,LOCAWEB ON ,LWSA3<XBSP>,,
11/1/2007,11/30/2007,GRUPO NATURA ON ,NTCO3<XBSP>,-10.33653846,-0.103365385
11/1/2007,11/30/2007,ENEVA ON ,ENEV3<XBSP>,,
11/1/2007,11/30/2007,MARFRIG ON ,MRFG3<XBSP>,-10.61452514,-0.106145251
11/1/2007,11/30/2007,BTGP BANCO UNT ,BPAC11<XBSP>,,
11/1/2007,11/30/2007,PETRO RIO ON ,PRIO3<XBSP>,,
11/1/2007,11/30/2007,SIMPAR ON ,SIMH3<XBSP>,,
11/1/2007,11/30/2007,KLABIN UNT ,KLBN11<XBSP>,,
11/1/2007,11/30/2007,VIA ON ,VIIA3<XBSP>,,
11/1/2007,11/30/2007,REDE DOR ON ,RDOR3<XBSP>,,
11/1/2007,11/30/2007,PETROBRAS BR ON ,VBBR3<XBSP>,,
11/1/2007,11/30/2007,ISHARES S&P 500 CI ,IVVB11<XBSP>,,
11/1/2007,11/30/2007,VIBRA ON ,VBBR3<XBSP>,,
11/1/2007,11/30/2007,TELEFÔNICA BRASIL ON ,VIVT3<XBSP>,-14.66441075,-0.146644108
11/1/2007,11/30/2007,PETZ ON ,PETZ3<XBSP>,,
11/1/2007,11/30/2007,MULTIPLAN ON ,MULT3<XBSP>,-5.177111717,-0.051771117
11/1/2007,11/30/2007,INTER BANCO UNIT ,BIDI11<XBSP>,,
11/1/2007,11/30/2007,ASSAÍ ON ,ASAI3<XBSP>,,
date_start,data_end,name,,,
12/1/2007,12/31/2007,ITAÚ UNIBANCO PN ,ITUB4<XBSP>,-8.058519237,-0.080585192
12/1/2007,12/31/2007,PETROBRAS PN ,PETR4<XBSP>,22.94853964,0.229485396
12/1/2007,12/31/2007,COPEL PNB ,CPLE6<XBSP>,-3.770197487,-0.037701975
12/1/2007,12/31/2007,OGX PETRÓLEO ON ,OGXP3<XBSP>,,
12/1/2007,12/31/2007,REDECARD ON ,RDCD3<XBSP>,-11.69016547,-0.116901655
12/1/2007,12/31/2007,PÃO DE AÇÚCAR PN ,PCAR4<XBSP>,14.23308774,0.142330877
12/1/2007,12/31/2007,GERDAU PN ,GGBR4<XBSP>,2.082514735,0.020825147
12/1/2007,12/31/2007,CETIP ON ,CTIP3<XBSP>,,
12/1/2007,12/31/2007,ENERGIAS DO BRASIL ON ,ENBR3<XBSP>,7.635009311,0.076350093
12/1/2007,12/31/2007,CIELO ON ,CIEL3<XBSP>,,
12/1/2007,12/31/2007,TIM PART. ON ,TIMS3<XBSP>,-12.04188482,-0.120418848
12/1/2007,12/31/2007,VALE PNA ,VALE5<XBSP>,-2.684563758,-0.026845638
12/1/2007,12/31/2007,TELEFÔNICA BR PN ,VIVT4<XBSP>,-4.842105263,-0.048421053
12/1/2007,12/31/2007,LOJAS RENNER ON ,LREN3<XBSP>,-13.60694572,-0.136069457
12/1/2007,12/31/2007,BANCO DO BRASIL ON ,BBAS3<XBSP>,-3.970268515,-0.039702685
12/1/2007,12/31/2007,MULTIPLUS ON ,MPLU3<XBSP>,,
12/1/2007,12/31/2007,PDG REALTY ON ,PDGR3<XBSP>,-4.580152672,-0.045801527
12/1/2007,12/31/2007,BRF ON ,BRFS3<XBSP>,2.643784787,0.026437848
12/1/2007,12/31/2007,DASA ON ,DASA3<XBSP>,6.432073839,0.064320738
12/1/2007,12/31/2007,AMBEV PN ,AMBV4<XBSP>,-3.255698898,-0.032556989
12/1/2007,12/31/2007,IOCHPE MAXION ON ,MYPK3<XBSP>,,
12/1/2007,12/31/2007,COSAN ON ,CSAN3<XBSP>,-0.76246215,-0.007624622
12/1/2007,12/31/2007,BM&FBOVESPA ON ,B3SA3<XBSP>,,
12/1/2007,12/31/2007,PETROBRAS ON ,PETR3<XBSP>,24.11347518,0.241134752
12/1/2007,12/31/2007,CEMIG PN ,CMIG4<XBSP>,-14.7429171,-0.147429171
12/1/2007,12/31/2007,AES TIETÊ PN ,GETI4<XBSP>,3.2969999,0.032969999
12/1/2007,12/31/2007,CCR ON ,CCRO3<XBSP>,-12.14057508,-0.121405751
12/1/2007,12/31/2007,ULTRAPAR ON ,UGPA3<XBSP>,,
12/1/2007,12/31/2007,MARCOPOLO PN ,POMO4<XBSP>,-2.242116298,-0.022421163
12/1/2007,12/31/2007,MRV ON ,MRVE3<XBSP>,-12.92906179,-0.129290618
12/1/2007,12/31/2007,BR MALLS PART. ON ,BRML3<XBSP>,2.127659575,0.021276596
12/1/2007,12/31/2007,ARTERIS ON ,ARTR3<XBSP>,-11.80392157,-0.118039216
12/1/2007,12/31/2007,VALE ON ,VALE3<XBSP>,-5.406698565,-0.054066986
12/1/2007,12/31/2007,RAIA DROGASIL ON ,RADL3<XBSP>,13.3300556,0.133300556
12/1/2007,12/31/2007,OI PN ,OIBR4<XBSP>,5.426401606,0.054264016
12/1/2007,12/31/2007,BR PROPERTIES ON ,BRPR3<XBSP>,,
12/1/2007,12/31/2007,SABESP ON ,SBSP3<XBSP>,-6.138749429,-0.061387494
12/1/2007,12/31/2007,KROTON UNIT ,KROT11<XBSP>,-11.39240506,-0.113924051
12/1/2007,12/31/2007,BRADESCO PN ,BBDC4<XBSP>,0.122280953,0.00122281
12/1/2007,12/31/2007,TOTVS ON ,TOTS3<XBSP>,-3.278688525,-0.032786885
12/1/2007,12/31/2007,KROTON ON ,COGN3<XBSP>,,
12/1/2007,12/31/2007,COELCE PNA ,COCE5<XBSP>,-2.494331066,-0.024943311
12/1/2007,12/31/2007,ANHANGUERA ON ,AEDU3<XBSP>,,
12/1/2007,12/31/2007,EVEN ON ,EVEN3<XBSP>,10.81967213,0.108196721
12/1/2007,12/31/2007,RANDON PART. PN ,RAPT4<XBSP>,-9.588596881,-0.095885969
12/1/2007,12/31/2007,ITAÚSA PN ,ITSA4<XBSP>,-9.615384615,-0.096153846
12/1/2007,12/31/2007,HYPERMARCAS ON ,HYPE3<XBSP>,,
12/1/2007,12/31/2007,SOUZA CRUZ ON ,CRUZ3<XBSP>,-4.736837573,-0.047368376
12/1/2007,12/31/2007,MINERVA ON ,BEEF3<XBSP>,-13.12252964,-0.131225296
12/1/2007,12/31/2007,TRACTEBEL ON ,EGIE3<XBSP>,-3.686083439,-0.036860834
12/1/2007,12/31/2007,BB SEGURIDADE ON ,BBSE3<XBSP>,,
12/1/2007,12/31/2007,SUZANO PAPEL PNA ,SUZB5<XBSP>,-2.139811721,-0.021398117
12/1/2007,12/31/2007,ALL ON ,ALLL3<XBSP>,-10.94117647,-0.109411765
12/1/2007,12/31/2007,ESTÁCIO PART. ON ,YDUQ3<XBSP>,,
12/1/2007,12/31/2007,KLABIN PN ,KLBN4<XBSP>,-6.638418079,-0.066384181
12/1/2007,12/31/2007,AMBEV ON ,ABEV3<XBSP>,-3.11828366,-0.031182837
12/1/2007,12/31/2007,LOCALIZA ON ,RENT3<XBSP>,6.056954499,0.060569545
12/1/2007,12/31/2007,TUPY ON ,TUPY3<XBSP>,-8.579387187,-0.085793872
12/1/2007,12/31/2007,VALID ON ,VLID3<XBSP>,-11.92085474,-0.119208547
12/1/2007,12/31/2007,EMBRAER ON ,EMBR3<XBSP>,3.372441274,0.033724413
12/1/2007,12/31/2007,FIBRIA ON ,FIBR3<XBSP>,,
12/1/2007,12/31/2007,ESTACIO PART. ON ,YDUQ3<XBSP>,,
12/1/2007,12/31/2007,KLABIN UNIT ,KLBN11<XBSP>,,
12/1/2007,12/31/2007,LOJAS AMERICANAS PN ,LAME4<XBSP>,-9.455769784,-0.094557698
12/1/2007,12/31/2007,M. DIAS BRANCO ON ,MDIA3<XBSP>,4.27672956,0.042767296
12/1/2007,12/31/2007,CPFL ENERGIA ON ,CPFE3<XBSP>,-4.346590909,-0.043465909
12/1/2007,12/31/2007,QUALICORP ON ,QUAL3<XBSP>,,
12/1/2007,12/31/2007,EQUATORIAL ON ,EQTL3<XBSP>,,
12/1/2007,12/31/2007,WEG ON ,WEGE3<XBSP>,4.571862409,0.045718624
12/1/2007,12/31/2007,ITAUSA PN ,ITSA4<XBSP>,-9.615384615,-0.096153846
12/1/2007,12/31/2007,SÃO MARTINHO ON ,SMTO3<XBSP>,1,0.01
12/1/2007,12/31/2007,TELEFÔNICA BRASIL PN ,VIVT4<XBSP>,-4.842105263,-0.048421053
12/1/2007,12/31/2007,RUMO LOG. ON ,RUMO3<XBSP>,,
12/1/2007,12/31/2007,TRANSMISSÃO PAULISTA PN ,TRPL4<XBSP>,-1.37493203,-0.01374932
12/1/2007,12/31/2007,ECORODOVIAS ON ,ECOR3<XBSP>,,
12/1/2007,12/31/2007,TAESA UNIT ,TAEE11<XBSP>,-10.14492754,-0.101449275
12/1/2007,12/31/2007,SUZANO PAPEL PNA ,SUZB3<XBSP>,,
12/1/2007,12/31/2007,B3 ON ,B3SA3<XBSP>,,
12/1/2007,12/31/2007,IOCHPE-MAXION ON ,MYPK3<XBSP>,,
12/1/2007,12/31/2007,AES TIETÊ UNIT ,AESB3<XBSP>,,
12/1/2007,12/31/2007,SER EDUCACIONAL ON ,SEER3<XBSP>,,
12/1/2007,12/31/2007,CVC BRASIL ON ,CVCB3<XBSP>,,
12/1/2007,12/31/2007,USIMINAS PNA ,USIM5<XBSP>,-9.24032274,-0.092403227
12/1/2007,12/31/2007,RUMO ON ,RAIL3<XBSP>,,
12/1/2007,12/31/2007,CARREFOUR BR ON ,CRFB3<XBSP>,,
12/1/2007,12/31/2007,VIA VAREJO UNIT ,VVAR11<XBSP>,,
12/1/2007,12/31/2007,TENDA ON ,TEND3<XBSP>,,
12/1/2007,12/31/2007,BRASKEM PNA ,BRKM5<XBSP>,-8.571428572,-0.085714286
12/1/2007,12/31/2007,ITAU UNIBANCO PN ,ITUB4<XBSP>,-8.058519237,-0.080585192
12/1/2007,12/31/2007,SMILES ON ,SMLS3<XBSP>,,
12/1/2007,12/31/2007,BRF S.A. ON ,BRFS3<XBSP>,2.643784787,0.026437848
12/1/2007,12/31/2007,BRASIL ON ,BBAS3<XBSP>,-3.970268515,-0.039702685
12/1/2007,12/31/2007,VIAVAREJO UNT ,VVAR11<XBSP>,,
12/1/2007,12/31/2007,SID NACIONAL ON ,CSNA3<XBSP>,17.79658532,0.177965853
12/1/2007,12/31/2007,MAGAZINE LUIZA ON ,MGLU3<XBSP>,,
12/1/2007,12/31/2007,SUZANO PAPEL ON ,SUZB3<XBSP>,,
12/1/2007,12/31/2007,CCR SA ON ,CCRO3<XBSP>,-12.14057508,-0.121405751
12/1/2007,12/31/2007,KLABIN S/A UNT ,KLBN11<XBSP>,,
12/1/2007,12/31/2007,IRB BRASIL RESSEGUROS ON ,IRBR3<XBSP>,,
12/1/2007,12/31/2007,RAIADROGASIL ON ,RADL3<XBSP>,13.3300556,0.133300556
12/1/2007,12/31/2007,P.ACUCAR - CBD PN ,PCAR4<XBSP>,14.23308774,0.142330877
12/1/2007,12/31/2007,NATURA ON ,NTCO3<XBSP>,-8.847184987,-0.08847185
12/1/2007,12/31/2007,BBSEGURIDADE ON ,BBSE3<XBSP>,,
12/1/2007,12/31/2007,CYRELA REALT ON ,CYRE3<XBSP>,-12.6984127,-0.126984127
12/1/2007,12/31/2007,JBS ON ,JBSS3<XBSP>,-21.05263158,-0.210526316
12/1/2007,12/31/2007,VIA VAREJO ON ,VIIA3<XBSP>,,
12/1/2007,12/31/2007,BR MALLS PART ON ,BRML3<XBSP>,2.127659575,0.021276596
12/1/2007,12/31/2007,COGNA ON ,COGN3<XBSP>,,
12/1/2007,12/31/2007,HAPVIDA ON ,HAPV3<XBSP>,,
12/1/2007,12/31/2007,YDUQS PART ON ,YDUQ3<XBSP>,,
12/1/2007,12/31/2007,ENGIE BRASIL ON ,EGIE3<XBSP>,-3.686083439,-0.036860834
12/1/2007,12/31/2007,P.ACUCAR - CBD ON ,PCAR3<XBSP>,,
12/1/2007,12/31/2007,LOCAWEB ON ,LWSA3<XBSP>,,
12/1/2007,12/31/2007,GRUPO NATURA ON ,NTCO3<XBSP>,-8.847184987,-0.08847185
12/1/2007,12/31/2007,ENEVA ON ,ENEV3<XBSP>,,
12/1/2007,12/31/2007,MARFRIG ON ,MRFG3<XBSP>,-3.57646063,-0.035764606
12/1/2007,12/31/2007,BTGP BANCO UNT ,BPAC11<XBSP>,,
12/1/2007,12/31/2007,PETRO RIO ON ,PRIO3<XBSP>,,
12/1/2007,12/31/2007,SIMPAR ON ,SIMH3<XBSP>,,
12/1/2007,12/31/2007,KLABIN UNT ,KLBN11<XBSP>,,
12/1/2007,12/31/2007,VIA ON ,VIIA3<XBSP>,,
12/1/2007,12/31/2007,REDE DOR ON ,RDOR3<XBSP>,,
12/1/2007,12/31/2007,PETROBRAS BR ON ,VBBR3<XBSP>,,
12/1/2007,12/31/2007,ISHARES S&P 500 CI ,IVVB11<XBSP>,,
12/1/2007,12/31/2007,VIBRA ON ,VBBR3<XBSP>,,
12/1/2007,12/31/2007,TELEFÔNICA BRASIL ON ,VIVT3<XBSP>,3.957075788,0.039570758
12/1/2007,12/31/2007,PETZ ON ,PETZ3<XBSP>,,
12/1/2007,12/31/2007,MULTIPLAN ON ,MULT3<XBSP>,-13.01313629,-0.130131363
12/1/2007,12/31/2007,INTER BANCO UNIT ,BIDI11<XBSP>,,
12/1/2007,12/31/2007,ASSAÍ ON ,ASAI3<XBSP>,,
date_start,data_end,name,,,
1/1/2008,1/31/2008,ITAÚ UNIBANCO PN ,ITUB4<XBSP>,-13.0979599,-0.130979599
1/1/2008,1/31/2008,PETROBRAS PN ,PETR4<XBSP>,-8.712875466,-0.087128755
1/1/2008,1/31/2008,COPEL PNB ,CPLE6<XBSP>,-5.559701492,-0.055597015
1/1/2008,1/31/2008,OGX PETRÓLEO ON ,OGXP3<XBSP>,,
1/1/2008,1/31/2008,REDECARD ON ,RDCD3<XBSP>,-10.34564339,-0.103456434
1/1/2008,1/31/2008,PÃO DE AÇÚCAR PN ,PCAR4<XBSP>,-4.720023453,-0.047200235
1/1/2008,1/31/2008,GERDAU PN ,GGBR4<XBSP>,-12.79830639,-0.127983064
1/1/2008,1/31/2008,CETIP ON ,CTIP3<XBSP>,,
1/1/2008,1/31/2008,ENERGIAS DO BRASIL ON ,ENBR3<XBSP>,-16.58759372,-0.165875937
1/1/2008,1/31/2008,CIELO ON ,CIEL3<XBSP>,,
1/1/2008,1/31/2008,TIM PART. ON ,TIMS3<XBSP>,2.261904762,0.022619048
1/1/2008,1/31/2008,VALE PNA ,VALE5<XBSP>,-11.78325123,-0.117832512
