date_start,data_end,name,ticker,retorno,ret
1/1/2016,1/31/2016,RAIA DROGASIL ON ,RADL3<XBSP>,16.91093574,0.169109357
1/1/2016,1/31/2016,OI PN ,OIBR4<XBSP>,-15.38461538,-0.153846154
1/1/2016,1/31/2016,BR PROPERTIES ON ,BRPR3<XBSP>,-3.206650831,-0.032066508
1/1/2016,1/31/2016,SABESP ON ,SBSP3<XBSP>,12.62546223,0.126254622
1/1/2016,1/31/2016,KROTON UNIT ,KROT11<XBSP>,,
1/1/2016,1/31/2016,BRADESCO PN ,BBDC4<XBSP>,-5.766887677,-0.057668877
1/1/2016,1/31/2016,TOTVS ON ,TOTS3<XBSP>,4.415082179,0.044150822
1/1/2016,1/31/2016,KROTON ON ,COGN3<XBSP>,-10.80797482,-0.108079748
1/1/2016,1/31/2016,COELCE PNA ,COCE5<XBSP>,-9.166666667,-0.091666667
1/1/2016,1/31/2016,ANHANGUERA ON ,AEDU3<XBSP>,,
1/1/2016,1/31/2016,EVEN ON ,EVEN3<XBSP>,0.242718447,0.002427184
1/1/2016,1/31/2016,RANDON PART. PN ,RAPT4<XBSP>,-10.20408163,-0.102040816
1/1/2016,1/31/2016,ITAÚSA PN ,ITSA4<XBSP>,0,0
1/1/2016,1/31/2016,HYPERMARCAS ON ,HYPE3<XBSP>,2.947950254,0.029479503
1/1/2016,1/31/2016,SOUZA CRUZ ON ,CRUZ3<XBSP>,,
1/1/2016,1/31/2016,MINERVA ON ,BEEF3<XBSP>,-7.669172932,-0.076691729
1/1/2016,1/31/2016,TRACTEBEL ON ,EGIE3<XBSP>,1.045088086,0.010450881
1/1/2016,1/31/2016,BB SEGURIDADE ON ,BBSE3<XBSP>,-4.932182491,-0.049321825
1/1/2016,1/31/2016,SUZANO PAPEL PNA ,SUZB5<XBSP>,-14.66024612,-0.146602461
1/1/2016,1/31/2016,ALL ON ,ALLL3<XBSP>,,
1/1/2016,1/31/2016,ESTÁCIO PART. ON ,YDUQ3<XBSP>,-16.05734767,-0.160573477
1/1/2016,1/31/2016,KLABIN PN ,KLBN4<XBSP>,-3.412073491,-0.034120735
1/1/2016,1/31/2016,AMBEV ON ,ABEV3<XBSP>,4.537815126,0.045378151
1/1/2016,1/31/2016,LOCALIZA ON ,RENT3<XBSP>,-11.0724345,-0.110724345
1/1/2016,1/31/2016,TUPY ON ,TUPY3<XBSP>,-5.026737968,-0.05026738
1/1/2016,1/31/2016,VALID ON ,VLID3<XBSP>,-6.164705882,-0.061647059
1/1/2016,1/31/2016,EMBRAER ON ,EMBR3<XBSP>,-4.736667771,-0.047366678
1/1/2016,1/31/2016,FIBRIA ON ,FIBR3<XBSP>,-15.08961264,-0.150896126
1/1/2016,1/31/2016,ESTACIO PART. ON ,YDUQ3<XBSP>,-16.05734767,-0.160573477
1/1/2016,1/31/2016,KLABIN UNIT ,KLBN11<XBSP>,-10.44776119,-0.104477612
1/1/2016,1/31/2016,LOJAS AMERICANAS PN ,LAME4<XBSP>,-3.736405302,-0.037364053
1/1/2016,1/31/2016,M. DIAS BRANCO ON ,MDIA3<XBSP>,-12.76691729,-0.127669173
1/1/2016,1/31/2016,CPFL ENERGIA ON ,CPFE3<XBSP>,6.785243742,0.067852437
1/1/2016,1/31/2016,QUALICORP ON ,QUAL3<XBSP>,-4.529370134,-0.045293701
1/1/2016,1/31/2016,EQUATORIAL ON ,EQTL3<XBSP>,5.636682243,0.056366822
1/1/2016,1/31/2016,WEG ON ,WEGE3<XBSP>,3.411371238,0.034113712
1/1/2016,1/31/2016,ITAUSA PN ,ITSA4<XBSP>,0,0
1/1/2016,1/31/2016,SÃO MARTINHO ON ,SMTO3<XBSP>,4.389604717,0.043896047
1/1/2016,1/31/2016,TELEFÔNICA BRASIL PN ,VIVT4<XBSP>,-2.26330664,-0.022633066
1/1/2016,1/31/2016,RUMO LOG. ON ,RUMO3<XBSP>,-69.71153846,-0.697115385
1/1/2016,1/31/2016,TRANSMISSÃO PAULISTA PN ,TRPL4<XBSP>,-0.065645514,-0.000656455
1/1/2016,1/31/2016,ECORODOVIAS ON ,ECOR3<XBSP>,-21.61100197,-0.21611002
1/1/2016,1/31/2016,TAESA UNIT ,TAEE11<XBSP>,3.820895522,0.038208955
1/1/2016,1/31/2016,SUZANO PAPEL PNA ,SUZB3<XBSP>,,
1/1/2016,1/31/2016,B3 ON ,B3SA3<XBSP>,-5.785123967,-0.05785124
1/1/2016,1/31/2016,IOCHPE-MAXION ON ,MYPK3<XBSP>,-13.08943089,-0.130894309
1/1/2016,1/31/2016,AES TIETÊ UNIT ,AESB3<XBSP>,,
1/1/2016,1/31/2016,SER EDUCACIONAL ON ,SEER3<XBSP>,-1.948051948,-0.019480519
1/1/2016,1/31/2016,CVC BRASIL ON ,CVCB3<XBSP>,-7.407407407,-0.074074074
1/1/2016,1/31/2016,USIMINAS PNA ,USIM5<XBSP>,-45.16129032,-0.451612903
1/1/2016,1/31/2016,RUMO ON ,RAIL3<XBSP>,,
1/1/2016,1/31/2016,CARREFOUR BR ON ,CRFB3<XBSP>,,
1/1/2016,1/31/2016,VIA VAREJO UNIT ,VVAR11<XBSP>,-10.70336391,-0.107033639
1/1/2016,1/31/2016,TENDA ON ,TEND3<XBSP>,,
1/1/2016,1/31/2016,BRASKEM PNA ,BRKM5<XBSP>,-13.10644461,-0.131064446
1/1/2016,1/31/2016,ITAU UNIBANCO PN ,ITUB4<XBSP>,-5.187155615,-0.051871556
1/1/2016,1/31/2016,SMILES ON ,SMLS3<XBSP>,-18.16091954,-0.181609195
1/1/2016,1/31/2016,BRF S.A. ON ,BRFS3<XBSP>,-11.8324113,-0.118324113
1/1/2016,1/31/2016,BRASIL ON ,BBAS3<XBSP>,-6.037991859,-0.060379919
1/1/2016,1/31/2016,VIAVAREJO UNT ,VVAR11<XBSP>,-10.70336391,-0.107033639
1/1/2016,1/31/2016,SID NACIONAL ON ,CSNA3<XBSP>,-11.25,-0.1125
1/1/2016,1/31/2016,MAGAZINE LUIZA ON ,MGLU3<XBSP>,-19.83002833,-0.198300283
1/1/2016,1/31/2016,SUZANO PAPEL ON ,SUZB3<XBSP>,,
1/1/2016,1/31/2016,CCR SA ON ,CCRO3<XBSP>,1.832669323,0.018326693
1/1/2016,1/31/2016,KLABIN S/A UNT ,KLBN11<XBSP>,-10.44776119,-0.104477612
1/1/2016,1/31/2016,IRB BRASIL RESSEGUROS ON ,IRBR3<XBSP>,,
1/1/2016,1/31/2016,RAIADROGASIL ON ,RADL3<XBSP>,16.91093574,0.169109357
1/1/2016,1/31/2016,P.ACUCAR - CBD PN ,PCAR4<XBSP>,-8.67176302,-0.08671763
1/1/2016,1/31/2016,NATURA ON ,NTCO3<XBSP>,-4.59770115,-0.045977011
1/1/2016,1/31/2016,BBSEGURIDADE ON ,BBSE3<XBSP>,-4.932182491,-0.049321825
1/1/2016,1/31/2016,CYRELA REALT ON ,CYRE3<XBSP>,-4.666666667,-0.046666667
1/1/2016,1/31/2016,JBS ON ,JBSS3<XBSP>,-12.55060729,-0.125506073
1/1/2016,1/31/2016,VIA VAREJO ON ,VIIA3<XBSP>,-15.17241379,-0.151724138
1/1/2016,1/31/2016,BR MALLS PART ON ,BRML3<XBSP>,6.936936937,0.069369369
1/1/2016,1/31/2016,COGNA ON ,COGN3<XBSP>,-10.80797482,-0.108079748
1/1/2016,1/31/2016,HAPVIDA ON ,HAPV3<XBSP>,,
1/1/2016,1/31/2016,YDUQS PART ON ,YDUQ3<XBSP>,-16.05734767,-0.160573477
1/1/2016,1/31/2016,ENGIE BRASIL ON ,EGIE3<XBSP>,1.045088086,0.010450881
1/1/2016,1/31/2016,P.ACUCAR - CBD ON ,PCAR3<XBSP>,,
1/1/2016,1/31/2016,LOCAWEB ON ,LWSA3<XBSP>,,
1/1/2016,1/31/2016,GRUPO NATURA ON ,NTCO3<XBSP>,-4.59770115,-0.045977011
1/1/2016,1/31/2016,ENEVA ON ,ENEV3<XBSP>,-14.28571429,-0.142857143
1/1/2016,1/31/2016,MARFRIG ON ,MRFG3<XBSP>,-3.937007874,-0.039370079
1/1/2016,1/31/2016,BTGP BANCO UNT ,BPAC11<XBSP>,,
1/1/2016,1/31/2016,PETRO RIO ON ,PRIO3<XBSP>,-40.40816327,-0.404081633
1/1/2016,1/31/2016,SIMPAR ON ,SIMH3<XBSP>,9.43189927,0.094318993
1/1/2016,1/31/2016,KLABIN UNT ,KLBN11<XBSP>,-10.44776119,-0.104477612
1/1/2016,1/31/2016,VIA ON ,VIIA3<XBSP>,-15.17241379,-0.151724138
1/1/2016,1/31/2016,REDE DOR ON ,RDOR3<XBSP>,,
1/1/2016,1/31/2016,PETROBRAS BR ON ,VBBR3<XBSP>,,
1/1/2016,1/31/2016,ISHARES S&P 500 CI ,IVVB11<XBSP>,-5.441527446,-0.054415274
1/1/2016,1/31/2016,VIBRA ON ,VBBR3<XBSP>,,
1/1/2016,1/31/2016,TELEFÔNICA BRASIL ON ,VIVT3<XBSP>,-8.343050283,-0.083430503
1/1/2016,1/31/2016,PETZ ON ,PETZ3<XBSP>,,
1/1/2016,1/31/2016,MULTIPLAN ON ,MULT3<XBSP>,8.947368421,0.089473684
1/1/2016,1/31/2016,INTER BANCO UNIT ,BIDI11<XBSP>,,
1/1/2016,1/31/2016,ASSAÍ ON ,ASAI3<XBSP>,,
date_start,data_end,name,,,
2/1/2016,2/29/2016,ITAÚ UNIBANCO PN ,ITUB4<XBSP>,4.644030988,0.04644031
2/1/2016,2/29/2016,PETROBRAS PN ,PETR4<XBSP>,6.198347107,0.061983471
2/1/2016,2/29/2016,COPEL PNB ,CPLE6<XBSP>,4.897959184,0.048979592
2/1/2016,2/29/2016,OGX PETRÓLEO ON ,OGXP3<XBSP>,50,0.5
2/1/2016,2/29/2016,REDECARD ON ,RDCD3<XBSP>,,
2/1/2016,2/29/2016,PÃO DE AÇÚCAR PN ,PCAR4<XBSP>,8.762751766,0.087627518
2/1/2016,2/29/2016,GERDAU PN ,GGBR4<XBSP>,-1.944444444,-0.019444444
2/1/2016,2/29/2016,CETIP ON ,CTIP3<XBSP>,-0.889121339,-0.008891213
2/1/2016,2/29/2016,ENERGIAS DO BRASIL ON ,ENBR3<XBSP>,5.0330033,0.050330033
2/1/2016,2/29/2016,CIELO ON ,CIEL3<XBSP>,-8.444050782,-0.084440508
2/1/2016,2/29/2016,TIM PART. ON ,TIMS3<XBSP>,9.105180534,0.091051805
2/1/2016,2/29/2016,VALE PNA ,VALE5<XBSP>,18.2320442,0.182320442
2/1/2016,2/29/2016,TELEFÔNICA BR PN ,VIVT4<XBSP>,9.896432681,0.098964327
2/1/2016,2/29/2016,LOJAS RENNER ON ,LREN3<XBSP>,1.465614431,0.014656144
2/1/2016,2/29/2016,BANCO DO BRASIL ON ,BBAS3<XBSP>,-2.238267148,-0.022382671
2/1/2016,2/29/2016,MULTIPLUS ON ,MPLU3<XBSP>,-13.22135864,-0.132213586
2/1/2016,2/29/2016,PDG REALTY ON ,PDGR3<XBSP>,266.3366337,2.663366337
2/1/2016,2/29/2016,BRF ON ,BRFS3<XBSP>,6.572672611,0.065726726
2/1/2016,2/29/2016,DASA ON ,DASA3<XBSP>,1.730769231,0.017307692
2/1/2016,2/29/2016,AMBEV PN ,AMBV4<XBSP>,,
2/1/2016,2/29/2016,IOCHPE MAXION ON ,MYPK3<XBSP>,-9.634294338,-0.096342943
2/1/2016,2/29/2016,COSAN ON ,CSAN3<XBSP>,9.557128573,0.095571286
2/1/2016,2/29/2016,BM&FBOVESPA ON ,B3SA3<XBSP>,13.25536062,0.132553606
2/1/2016,2/29/2016,PETROBRAS ON ,PETR3<XBSP>,6.06060606,0.060606061
2/1/2016,2/29/2016,CEMIG PN ,CMIG4<XBSP>,-0.676818951,-0.00676819
2/1/2016,2/29/2016,AES TIETÊ PN ,GETI4<XBSP>,,
2/1/2016,2/29/2016,CCR ON ,CCRO3<XBSP>,-1.17370892,-0.011737089
2/1/2016,2/29/2016,ULTRAPAR ON ,UGPA3<XBSP>,7.220099678,0.072200997
2/1/2016,2/29/2016,MARCOPOLO PN ,POMO4<XBSP>,1.477832513,0.014778325
2/1/2016,2/29/2016,MRV ON ,MRVE3<XBSP>,15.84699454,0.158469945
2/1/2016,2/29/2016,BR MALLS PART. ON ,BRML3<XBSP>,13.39511373,0.133951137
2/1/2016,2/29/2016,ARTERIS ON ,ARTR3<XBSP>,2.410901468,0.024109015
2/1/2016,2/29/2016,VALE ON ,VALE3<XBSP>,21.50205761,0.215020576
2/1/2016,2/29/2016,RAIA DROGASIL ON ,RADL3<XBSP>,10.92092575,0.109209257
2/1/2016,2/29/2016,OI PN ,OIBR4<XBSP>,-26.66666667,-0.266666667
2/1/2016,2/29/2016,BR PROPERTIES ON ,BRPR3<XBSP>,-2.82208589,-0.028220859
2/1/2016,2/29/2016,SABESP ON ,SBSP3<XBSP>,6.05065666,0.060506567
2/1/2016,2/29/2016,KROTON UNIT ,KROT11<XBSP>,,
2/1/2016,2/29/2016,BRADESCO PN ,BBDC4<XBSP>,17.69569599,0.17695696
2/1/2016,2/29/2016,TOTVS ON ,TOTS3<XBSP>,-2.777777778,-0.027777778
2/1/2016,2/29/2016,KROTON ON ,COGN3<XBSP>,17.29411765,0.172941176
2/1/2016,2/29/2016,COELCE PNA ,COCE5<XBSP>,-4.281345566,-0.042813456
2/1/2016,2/29/2016,ANHANGUERA ON ,AEDU3<XBSP>,,
2/1/2016,2/29/2016,EVEN ON ,EVEN3<XBSP>,9.927360775,0.099273608
2/1/2016,2/29/2016,RANDON PART. PN ,RAPT4<XBSP>,-2.272727273,-0.022727273
2/1/2016,2/29/2016,ITAÚSA PN ,ITSA4<XBSP>,1.905480647,0.019054806
2/1/2016,2/29/2016,HYPERMARCAS ON ,HYPE3<XBSP>,12.75167785,0.127516779
2/1/2016,2/29/2016,SOUZA CRUZ ON ,CRUZ3<XBSP>,,
2/1/2016,2/29/2016,MINERVA ON ,BEEF3<XBSP>,-3.827361564,-0.038273616
2/1/2016,2/29/2016,TRACTEBEL ON ,EGIE3<XBSP>,4.314420804,0.043144208
2/1/2016,2/29/2016,BB SEGURIDADE ON ,BBSE3<XBSP>,7.871801547,0.078718015
2/1/2016,2/29/2016,SUZANO PAPEL PNA ,SUZB5<XBSP>,3.448275862,0.034482759
2/1/2016,2/29/2016,ALL ON ,ALLL3<XBSP>,,
2/1/2016,2/29/2016,ESTÁCIO PART. ON ,YDUQ3<XBSP>,8.966695132,0.089666951
2/1/2016,2/29/2016,KLABIN PN ,KLBN4<XBSP>,-7.432122973,-0.07432123
2/1/2016,2/29/2016,AMBEV ON ,ABEV3<XBSP>,-4.803022126,-0.048030221
2/1/2016,2/29/2016,LOCALIZA ON ,RENT3<XBSP>,4.833561332,0.048335613
2/1/2016,2/29/2016,TUPY ON ,TUPY3<XBSP>,0.168918919,0.001689189
2/1/2016,2/29/2016,VALID ON ,VLID3<XBSP>,-1.529588766,-0.015295888
2/1/2016,2/29/2016,EMBRAER ON ,EMBR3<XBSP>,5.006954103,0.050069541
2/1/2016,2/29/2016,FIBRIA ON ,FIBR3<XBSP>,-0.136177939,-0.001361779
2/1/2016,2/29/2016,ESTACIO PART. ON ,YDUQ3<XBSP>,8.966695132,0.089666951
2/1/2016,2/29/2016,KLABIN UNIT ,KLBN11<XBSP>,3.052949159,0.030529492
2/1/2016,2/29/2016,LOJAS AMERICANAS PN ,LAME4<XBSP>,6.706008584,0.067060086
2/1/2016,2/29/2016,M. DIAS BRANCO ON ,MDIA3<XBSP>,9.360455094,0.093604551
2/1/2016,2/29/2016,CPFL ENERGIA ON ,CPFE3<XBSP>,3.022825417,0.030228254
2/1/2016,2/29/2016,QUALICORP ON ,QUAL3<XBSP>,-4.521868051,-0.045218681
2/1/2016,2/29/2016,EQUATORIAL ON ,EQTL3<XBSP>,5.861210948,0.058612109
2/1/2016,2/29/2016,WEG ON ,WEGE3<XBSP>,-14.20276337,-0.142027634
2/1/2016,2/29/2016,ITAUSA PN ,ITSA4<XBSP>,1.905480647,0.019054806
2/1/2016,2/29/2016,SÃO MARTINHO ON ,SMTO3<XBSP>,2.029288703,0.020292887
2/1/2016,2/29/2016,TELEFÔNICA BRASIL PN ,VIVT4<XBSP>,9.896432681,0.098964327
2/1/2016,2/29/2016,RUMO LOG. ON ,RUMO3<XBSP>,39.15343915,0.391534392
2/1/2016,2/29/2016,TRANSMISSÃO PAULISTA PN ,TRPL4<XBSP>,2.255309832,0.022553098
2/1/2016,2/29/2016,ECORODOVIAS ON ,ECOR3<XBSP>,13.28320802,0.13283208
2/1/2016,2/29/2016,TAESA UNIT ,TAEE11<XBSP>,8.453133985,0.08453134
2/1/2016,2/29/2016,SUZANO PAPEL PNA ,SUZB3<XBSP>,,
2/1/2016,2/29/2016,B3 ON ,B3SA3<XBSP>,13.25536062,0.132553606
2/1/2016,2/29/2016,IOCHPE-MAXION ON ,MYPK3<XBSP>,-9.634294338,-0.096342943
2/1/2016,2/29/2016,AES TIETÊ UNIT ,AESB3<XBSP>,12.33815689,0.123381569
2/1/2016,2/29/2016,SER EDUCACIONAL ON ,SEER3<XBSP>,13.11258278,0.131125828
2/1/2016,2/29/2016,CVC BRASIL ON ,CVCB3<XBSP>,5.52,0.0552
2/1/2016,2/29/2016,USIMINAS PNA ,USIM5<XBSP>,5.882352941,0.058823529
2/1/2016,2/29/2016,RUMO ON ,RAIL3<XBSP>,,
2/1/2016,2/29/2016,CARREFOUR BR ON ,CRFB3<XBSP>,,
2/1/2016,2/29/2016,VIA VAREJO UNIT ,VVAR11<XBSP>,48.28767123,0.482876712
2/1/2016,2/29/2016,TENDA ON ,TEND3<XBSP>,,
2/1/2016,2/29/2016,BRASKEM PNA ,BRKM5<XBSP>,6.25,0.0625
2/1/2016,2/29/2016,ITAU UNIBANCO PN ,ITUB4<XBSP>,4.644030988,0.04644031
2/1/2016,2/29/2016,SMILES ON ,SMLS3<XBSP>,2.247191011,0.02247191
2/1/2016,2/29/2016,BRF S.A. ON ,BRFS3<XBSP>,6.572672611,0.065726726
2/1/2016,2/29/2016,BRASIL ON ,BBAS3<XBSP>,-2.238267148,-0.022382671
2/1/2016,2/29/2016,VIAVAREJO UNT ,VVAR11<XBSP>,48.28767123,0.482876712
2/1/2016,2/29/2016,SID NACIONAL ON ,CSNA3<XBSP>,46.47887324,0.464788732
2/1/2016,2/29/2016,MAGAZINE LUIZA ON ,MGLU3<XBSP>,39.22261484,0.392226148
2/1/2016,2/29/2016,SUZANO PAPEL ON ,SUZB3<XBSP>,,
2/1/2016,2/29/2016,CCR SA ON ,CCRO3<XBSP>,-1.17370892,-0.011737089
2/1/2016,2/29/2016,KLABIN S/A UNT ,KLBN11<XBSP>,3.052949159,0.030529492
2/1/2016,2/29/2016,IRB BRASIL RESSEGUROS ON ,IRBR3<XBSP>,,
2/1/2016,2/29/2016,RAIADROGASIL ON ,RADL3<XBSP>,10.92092575,0.109209257
2/1/2016,2/29/2016,P.ACUCAR - CBD PN ,PCAR4<XBSP>,8.762751766,0.087627518
2/1/2016,2/29/2016,NATURA ON ,NTCO3<XBSP>,19.87405676,0.198740568
2/1/2016,2/29/2016,BBSEGURIDADE ON ,BBSE3<XBSP>,7.871801547,0.078718015
2/1/2016,2/29/2016,CYRELA REALT ON ,CYRE3<XBSP>,14.68531469,0.146853147
2/1/2016,2/29/2016,JBS ON ,JBSS3<XBSP>,5.555555556,0.055555556
2/1/2016,2/29/2016,VIA VAREJO ON ,VIIA3<XBSP>,82.92682927,0.829268293
2/1/2016,2/29/2016,BR MALLS PART ON ,BRML3<XBSP>,13.39511373,0.133951137
2/1/2016,2/29/2016,COGNA ON ,COGN3<XBSP>,17.29411765,0.172941176
2/1/2016,2/29/2016,HAPVIDA ON ,HAPV3<XBSP>,,
2/1/2016,2/29/2016,YDUQS PART ON ,YDUQ3<XBSP>,8.966695132,0.089666951
2/1/2016,2/29/2016,ENGIE BRASIL ON ,EGIE3<XBSP>,4.314420804,0.043144208
2/1/2016,2/29/2016,P.ACUCAR - CBD ON ,PCAR3<XBSP>,,
2/1/2016,2/29/2016,LOCAWEB ON ,LWSA3<XBSP>,,
2/1/2016,2/29/2016,GRUPO NATURA ON ,NTCO3<XBSP>,19.87405676,0.198740568
2/1/2016,2/29/2016,ENEVA ON ,ENEV3<XBSP>,0,0
2/1/2016,2/29/2016,MARFRIG ON ,MRFG3<XBSP>,2.459016394,0.024590164
2/1/2016,2/29/2016,BTGP BANCO UNT ,BPAC11<XBSP>,,
2/1/2016,2/29/2016,PETRO RIO ON ,PRIO3<XBSP>,26.71232877,0.267123288
2/1/2016,2/29/2016,SIMPAR ON ,SIMH3<XBSP>,-4.208998549,-0.042089985
2/1/2016,2/29/2016,KLABIN UNT ,KLBN11<XBSP>,3.052949159,0.030529492
2/1/2016,2/29/2016,VIA ON ,VIIA3<XBSP>,82.92682927,0.829268293
2/1/2016,2/29/2016,REDE DOR ON ,RDOR3<XBSP>,,
2/1/2016,2/29/2016,PETROBRAS BR ON ,VBBR3<XBSP>,,
2/1/2016,2/29/2016,ISHARES S&P 500 CI ,IVVB11<XBSP>,0.984351338,0.009843513
2/1/2016,2/29/2016,VIBRA ON ,VBBR3<XBSP>,,
2/1/2016,2/29/2016,TELEFÔNICA BRASIL ON ,VIVT3<XBSP>,9.516129032,0.09516129
2/1/2016,2/29/2016,PETZ ON ,PETZ3<XBSP>,,
2/1/2016,2/29/2016,MULTIPLAN ON ,MULT3<XBSP>,13.55072464,0.135507246
2/1/2016,2/29/2016,INTER BANCO UNIT ,BIDI11<XBSP>,,
2/1/2016,2/29/2016,ASSAÍ ON ,ASAI3<XBSP>,,
date_start,data_end,name,,,
3/1/2016,3/31/2016,ITAÚ UNIBANCO PN ,ITUB4<XBSP>,22.94662202,0.22946622
3/1/2016,3/31/2016,PETROBRAS PN ,PETR4<XBSP>,62.45136187,0.624513619
3/1/2016,3/31/2016,COPEL PNB ,CPLE6<XBSP>,23.86511025,0.238651102
3/1/2016,3/31/2016,OGX PETRÓLEO ON ,OGXP3<XBSP>,233.3333333,2.333333333
3/1/2016,3/31/2016,REDECARD ON ,RDCD3<XBSP>,,
3/1/2016,3/31/2016,PÃO DE AÇÚCAR PN ,PCAR4<XBSP>,19.88936989,0.198893699
3/1/2016,3/31/2016,GERDAU PN ,GGBR4<XBSP>,84.70254958,0.847025496
3/1/2016,3/31/2016,CETIP ON ,CTIP3<XBSP>,6.160053135,0.061600531
3/1/2016,3/31/2016,ENERGIAS DO BRASIL ON ,ENBR3<XBSP>,-1.021209741,-0.010212097
3/1/2016,3/31/2016,CIELO ON ,CIEL3<XBSP>,13.73820729,0.137382073
3/1/2016,3/31/2016,TIM PART. ON ,TIMS3<XBSP>,15.10791367,0.151079137
3/1/2016,3/31/2016,VALE PNA ,VALE5<XBSP>,32.94392523,0.329439252
3/1/2016,3/31/2016,TELEFÔNICA BR PN ,VIVT4<XBSP>,18.80932132,0.188093213
3/1/2016,3/31/2016,LOJAS RENNER ON ,LREN3<XBSP>,15.8567626,0.158567626
3/1/2016,3/31/2016,BANCO DO BRASIL ON ,BBAS3<XBSP>,47.54397522,0.475439752
3/1/2016,3/31/2016,MULTIPLUS ON ,MPLU3<XBSP>,23.15789474,0.231578947
3/1/2016,3/31/2016,PDG REALTY ON ,PDGR3<XBSP>,-38.91891892,-0.389189189
3/1/2016,3/31/2016,BRF ON ,BRFS3<XBSP>,0.051572023,0.00051572
3/1/2016,3/31/2016,DASA ON ,DASA3<XBSP>,0.850661626,0.008506616
3/1/2016,3/31/2016,AMBEV PN ,AMBV4<XBSP>,,
3/1/2016,3/31/2016,IOCHPE MAXION ON ,MYPK3<XBSP>,34.00423729,0.340042373
3/1/2016,3/31/2016,COSAN ON ,CSAN3<XBSP>,17.34579439,0.173457944
3/1/2016,3/31/2016,BM&FBOVESPA ON ,B3SA3<XBSP>,32.35800344,0.323580034
3/1/2016,3/31/2016,PETROBRAS ON ,PETR3<XBSP>,44.62585034,0.446258503
3/1/2016,3/31/2016,CEMIG PN ,CMIG4<XBSP>,37.81942078,0.378194208
3/1/2016,3/31/2016,AES TIETÊ PN ,GETI4<XBSP>,,
3/1/2016,3/31/2016,CCR ON ,CCRO3<XBSP>,13.38820688,0.133882069
3/1/2016,3/31/2016,ULTRAPAR ON ,UGPA3<XBSP>,11.04216388,0.110421639
3/1/2016,3/31/2016,MARCOPOLO PN ,POMO4<XBSP>,16.01941748,0.160194175
3/1/2016,3/31/2016,MRV ON ,MRVE3<XBSP>,11.69811321,0.116981132
3/1/2016,3/31/2016,BR MALLS PART. ON ,BRML3<XBSP>,9.583952452,0.095839525
3/1/2016,3/31/2016,ARTERIS ON ,ARTR3<XBSP>,-1.432958035,-0.01432958
3/1/2016,3/31/2016,VALE ON ,VALE3<XBSP>,28.2811177,0.282811177
3/1/2016,3/31/2016,RAIA DROGASIL ON ,RADL3<XBSP>,13.77171083,0.137717108
3/1/2016,3/31/2016,OI PN ,OIBR4<XBSP>,-4.958677686,-0.049586777
3/1/2016,3/31/2016,BR PROPERTIES ON ,BRPR3<XBSP>,11.11111111,0.111111111
3/1/2016,3/31/2016,SABESP ON ,SBSP3<XBSP>,6.059265812,0.060592658
3/1/2016,3/31/2016,KROTON UNIT ,KROT11<XBSP>,,
3/1/2016,3/31/2016,BRADESCO PN ,BBDC4<XBSP>,26.9607861,0.269607861
3/1/2016,3/31/2016,TOTVS ON ,TOTS3<XBSP>,-13.65079365,-0.136507937
3/1/2016,3/31/2016,KROTON ON ,COGN3<XBSP>,15.61078847,0.156107885
3/1/2016,3/31/2016,COELCE PNA ,COCE5<XBSP>,23.92971246,0.239297125
3/1/2016,3/31/2016,ANHANGUERA ON ,AEDU3<XBSP>,,
3/1/2016,3/31/2016,EVEN ON ,EVEN3<XBSP>,-8.370044053,-0.083700441
3/1/2016,3/31/2016,RANDON PART. PN ,RAPT4<XBSP>,41.39534884,0.413953488
3/1/2016,3/31/2016,ITAÚSA PN ,ITSA4<XBSP>,20.05878031,0.200587803
3/1/2016,3/31/2016,HYPERMARCAS ON ,HYPE3<XBSP>,11.58730159,0.115873016
3/1/2016,3/31/2016,SOUZA CRUZ ON ,CRUZ3<XBSP>,,
3/1/2016,3/31/2016,MINERVA ON ,BEEF3<XBSP>,-5.249788315,-0.052497883
3/1/2016,3/31/2016,TRACTEBEL ON ,EGIE3<XBSP>,3.909348442,0.039093484
3/1/2016,3/31/2016,BB SEGURIDADE ON ,BBSE3<XBSP>,23.13432836,0.231343284
3/1/2016,3/31/2016,SUZANO PAPEL PNA ,SUZB5<XBSP>,-23.27272727,-0.232727273
3/1/2016,3/31/2016,ALL ON ,ALLL3<XBSP>,,
3/1/2016,3/31/2016,ESTÁCIO PART. ON ,YDUQ3<XBSP>,-7.36677116,-0.073667712
3/1/2016,3/31/2016,KLABIN PN ,KLBN4<XBSP>,-8.875739645,-0.088757396
3/1/2016,3/31/2016,AMBEV ON ,ABEV3<XBSP>,6.689342404,0.066893424
3/1/2016,3/31/2016,LOCALIZA ON ,RENT3<XBSP>,29.27359722,0.292735972
3/1/2016,3/31/2016,TUPY ON ,TUPY3<XBSP>,-7.251264756,-0.072512648
3/1/2016,3/31/2016,VALID ON ,VLID3<XBSP>,-23.50394703,-0.23503947
3/1/2016,3/31/2016,EMBRAER ON ,EMBR3<XBSP>,-20.88920452,-0.208892045
3/1/2016,3/31/2016,FIBRIA ON ,FIBR3<XBSP>,-31.04545455,-0.310454545
3/1/2016,3/31/2016,ESTACIO PART. ON ,YDUQ3<XBSP>,-7.36677116,-0.073667712
3/1/2016,3/31/2016,KLABIN UNIT ,KLBN11<XBSP>,-9.906976744,-0.099069767
